,date,days_since_start,cases,cases_increase,7_day_cases,14_day_cases,42_day_cases,cases_pct_inc,deaths,deaths_increase,deaths_pct_inc,7_day_deaths,42_day_deaths,14_day_deaths
175,2020-07-14,176,3445448,65602,61895.142857142855,56580.5,38177.57142857143,1.94,136356,954,0.7,723.7142857142857,718.1190476190476,635.2857142857143
176,2020-07-15,177,3513790,68342,63164.71428571428,57892.42857142857,39328.880952380954,1.98,137327,971,0.71,727.0,717.6904761904761,658.7857142857143
177,2020-07-16,178,3589477,75687,65421.57142857143,59330.142857142855,40616.28571428572,2.15,138285,958,0.7,743.7142857142857,716.5,675.5714285714286
178,2020-07-17,179,3660400,70923,65806.71428571429,60313.642857142855,41621.380952380954,1.98,139186,901,0.65,754.1428571428571,711.4761904761905,697.7142857142857
179,2020-07-18,180,3722851,62451,66053.85714285714,61202.57142857143,42572.21428571428,1.71,139961,775,0.56,768.4285714285714,712.5952380952381,734.4285714285714
180,2020-07-19,181,3785126,62275,66692.42857142857,62453.142857142855,43611.71428571428,1.67,140373,412,0.29,770.8571428571429,713.1190476190476,745.1428571428571
181,2020-07-20,182,3845014,59888,66452.57142857143,63351.142857142855,44604.119047619046,1.58,140904,531,0.38,786.0,708.5714285714286,755.1428571428571
182,2020-07-21,183,3910291,65277,66406.14285714286,64150.642857142855,45710.59523809524,1.7,142031,1127,0.8,810.7142857142857,710.8809523809524,767.2142857142857
183,2020-07-22,184,3980030,69739,66605.71428571429,64885.21428571428,46826.95238095238,1.78,143167,1136,0.8,834.2857142857143,715.8095238095239,780.6428571428571
184,2020-07-23,185,4050036,70006,65794.14285714286,65607.85714285714,47941.333333333336,1.76,144283,1116,0.78,856.8571428571429,721.5,800.2857142857143
185,2020-07-24,186,4123561,73525,66165.85714285714,65986.28571428571,49084.95238095238,1.82,145429,1146,0.79,891.8571428571429,730.2380952380952,823.0
